Resource	Platform	Dataset	Metric	top_frac	top_k	n_pairs	n_drugs	n_precursors	Spearman(score, external)	P_spearman	Top_mean	Background_mean	Enrichment_ratio	Empirical_p	source	upstream_source
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.0390053440270141	0.0001672962807782	0.0236051502145922	0.007091436553132	3.328683834048641	0.000999800039992	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.0390053440270141	0.0001672962807782	0.1675486531717114	0.1462989120118008	1.145248798283589	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.0390053440270141	0.0001672962807782	0.2234156820622986	0.1602019984957559	1.394587359459298	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.0390053440270141	0.0001672962807782	0.0472610096670247	0.0234232298270119	2.0176982429862336	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.0390053440270141	0.0001672962807782	0.0150375939849624	0.007091436553132	2.1205285942128045	0.0071985602879424	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0334865517372059	0.0007657584379274	0.1854281682531663	0.1454008000944035	1.2752898755218298	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0334865517372059	0.0007657584379274	0.2475247524752475	0.1601941747572815	1.545154515451545	0.0147970405918816	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0334865517372059	0.0007657584379274	0.0693069306930693	0.0244699821676243	2.8323245279993587	0.0145970805838832	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.01	101	10094	51	198	0.0334865517372059	0.0007657584379274	0.0396039603960396	0.0065385377451951	6.057005700570057	0.00499900019996	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.05	505	10094	51	198	0.0334865517372059	0.0007657584379274	0.178687043093334	0.1454008000944035	1.2289275091837115	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.05	505	10094	51	198	0.0334865517372059	0.0007657584379274	0.2653465346534653	0.1601941747572815	1.6564056405640564	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.05	505	10094	51	198	0.0334865517372059	0.0007657584379274	0.0475247524752475	0.0244699821676243	1.9421653906281315	0.0011997600479904	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.05	505	10094	51	198	0.0334865517372059	0.0007657584379274	0.0178217821782178	0.0065385377451951	2.7256525652565253	0.005998800239952	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.1	1010	10094	51	198	0.0334865517372059	0.0007657584379274	0.1644868361208739	0.1454008000944035	1.1312650000142954	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.1	1010	10094	51	198	0.0334865517372059	0.0007657584379274	0.2237623762376237	0.1601941747572815	1.3968196819681968	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.1	1010	10094	51	198	0.0334865517372059	0.0007657584379274	0.0435643564356435	0.0244699821676243	1.7803182747424535	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.1	1010	10094	51	198	0.0334865517372059	0.0007657584379274	0.0158415841584158	0.0065385377451951	2.422802280228023	0.0011997600479904	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed12_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.01	94	9307	49	190	0.042716358595983	3.751172865759333e-05	0.1752290208734841	0.1462989120118008	1.197746575581845	0.0045990801839632	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.01	94	9307	49	190	0.042716358595983	3.751172865759333e-05	0.2553191489361702	0.1602019984957559	1.593732608416456	0.0115976804639072	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.01	94	9307	49	190	0.042716358595983	3.751172865759333e-05	0.0638297872340425	0.0234232298270119	2.7250634393909814	0.023995200959808	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.01	94	9307	49	190	0.042716358595983	3.751172865759333e-05	0.0319148936170212	0.007091436553132	4.500483558994197	0.0249950009998	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.05	466	9307	49	190	0.042716358595983	3.751172865759333e-05	0.1635662602828561	0.1462989120118008	1.1180278652356792	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.05	466	9307	49	190	0.042716358595983	3.751172865759333e-05	0.2124463519313304	0.1602019984957559	1.3261154912306454	0.0011997600479904	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.05	466	9307	49	190	0.042716358595983	3.751172865759333e-05	0.0364806866952789	0.0234232298270119	1.5574575737291805	0.0435912817436512	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.042716358595983	3.751172865759333e-05	0.0171673819742489	0.007091436553132	2.420860970217193	0.015996800639872	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.042716358595983	3.751172865759333e-05	0.1630313342416759	0.1462989120118008	1.1143714741263793	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.042716358595983	3.751172865759333e-05	0.2137486573576799	0.1602019984957559	1.3342446371750012	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.042716358595983	3.751172865759333e-05	0.0429645542427497	0.0234232298270119	1.834271129987485	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.042716358595983	3.751172865759333e-05	0.0128893662728249	0.007091436553132	1.81759593789669	0.026994601079784	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0319674365273014	0.0013174265882185	0.1866329591280254	0.1454008000944035	1.2835758744577153	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0319674365273014	0.0013174265882185	0.2574257425742574	0.1601941747572815	1.6069606960696068	0.0085982803439312	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0319674365273014	0.0013174265882185	0.0792079207920792	0.0244699821676243	3.236942317713553	0.003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.01	101	10094	51	198	0.0319674365273014	0.0013174265882185	0.0396039603960396	0.0065385377451951	6.057005700570057	0.0033993201359728	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.05	505	10094	51	198	0.0319674365273014	0.0013174265882185	0.1738076531365829	0.1454008000944035	1.1953693034958257	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.05	505	10094	51	198	0.0319674365273014	0.0013174265882185	0.2475247524752475	0.1601941747572815	1.545154515451545	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.05	505	10094	51	198	0.0319674365273014	0.0013174265882185	0.0435643564356435	0.0244699821676243	1.7803182747424535	0.0057988402319536	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.05	505	10094	51	198	0.0319674365273014	0.0013174265882185	0.0158415841584158	0.0065385377451951	2.422802280228023	0.0183963207358528	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.1	1010	10094	51	198	0.0319674365273014	0.0013174265882185	0.1664361170687997	0.1454008000944035	1.144671260135699	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.1	1010	10094	51	198	0.0319674365273014	0.0013174265882185	0.2267326732673267	0.1601941747572815	1.4153615361536154	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.1	1010	10094	51	198	0.0319674365273014	0.0013174265882185	0.0425742574257425	0.0244699821676243	1.7398564957710347	0.0003999200159968	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_05	0.1	1010	10094	51	198	0.0319674365273014	0.0013174265882185	0.0158415841584158	0.0065385377451951	2.422802280228023	0.0011997600479904	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed13_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.01	94	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.1735639929657712	0.1462989120118008	1.1863655756494695	0.0055988802239552	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.01	94	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.2340425531914893	0.1602019984957559	1.4609215577150847	0.0377924415116976	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.01	94	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.0319148936170212	0.0234232298270119	1.3625317196954907	0.3807238552289542	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.01	94	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.0212765957446808	0.007091436553132	3.000322372662798	0.1371725654869026	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.05	466	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.1732243722565421	0.1462989120118008	1.184044159142957	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.05	466	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.2467811158798283	0.1602019984957559	1.540437186783073	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.05	466	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.0472103004291845	0.0234232298270119	2.0155333307083514	0.0015996800639872	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.05	466	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.0171673819742489	0.007091436553132	2.420860970217193	0.017996400719856	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	abs_spearman_rho	0.1	931	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.1667164543716459	0.1462989120118008	1.1395604524946714	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_p_lt_0_05	0.1	931	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.225563909774436	0.1602019984957559	1.4079968533002525	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_1	0.1	931	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.0440386680988184	0.0234232298270119	1.880127908237172	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDR	is_fdr_lt_0_05	0.1	931	9307	49	190	0.0455441859452923	1.1053563540492168e-05	0.0150375939849624	0.007091436553132	2.1205285942128045	0.006998600279944	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	abs_spearman_rho	0.01	101	10094	51	198	0.0230468346194673	0.0205849884296298	0.1856092864864152	0.1454008000944035	1.276535523641588	0.0001999600079984	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_p_lt_0_05	0.01	101	10094	51	198	0.0230468346194673	0.0205849884296298	0.297029702970297	0.1601941747572815	1.854185418541854	0.000999800039992	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
CellMiner	OSU	MDS	is_fdr_lt_0_1	0.01	101	10094	51	198	0.0230468346194673	0.0205849884296298	0.0693069306930693	0.0244699821676243	2.8323245279993587	0.0125974805038992	external_validation/processed/CellMiner/enrichment_multiseed/CellMiner_OSU_seed14_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
